national_code,date_granted,label,amount_approved,count_installment,num_loans,age,sex,marital_status,current_installments_amount_guarantee,num_negative_status_last_2years,num_negative_status_before_2years,total_early_payment,total_delayed_payment,max_installment_amount,oldest_loan_age,complete_last_payment_age,num_prev_0_1_yearLoans,num_prev_1_3_yearsLoans,guarantor_role,negstatus_guarantor_last_12_month,negstatus_guarantor_before_12_month,completed_to_all_loan_amount,variety_prev_purpose,outstanding_debt_ratio,sarresid_gozashte_6_month,sarresid_gozashte_6_18_month,sarresid_gozashte_18_120_month,moavagh_12_month,moavagh_12_120_month,mashkookolvosol_12_month,mashkookolvosol_12_120_month,worst_negative_status_last_2years,total_complete_installments_5years,total_current_installments,age_last_negative_status
hash_14011227_122542,14000808,1,1066901145,24,2,62,مرد,متاهل,22227107.2,0,0,0,23,19692968.7,2680,728,1,0,1,0,9,1,2,0,0,0,0,0,0,0,0,,24971564.38,0,.
hash_14011227_84272,14000803,1,1066901145,22,1,36,مرد,مجرد,14833128.98,0,0,.,.,4383323.34,543,.,1,1,1,16,1,.,1,0.5,0,0,0,0,0,0,0,,.,4383323.34,.
hash_14011227_3902,14000422,1,567102869.7,14,5,34,مرد,متاهل,680665111,21,6,0,41,129428610.8,1247,81,5,0,1,10,10,0.367256037,4,0.970087274,0,8,11,8,0,0,0,معوق,129428610.8,235439560.7,99
hash_14011227_151917,14000320,1,1259005355,14,7,54,زن,متاهل,60245235.76,7,57,0,708,16349414.88,2556,856,4,2,1,16,17,0.196736945,3,0.708101597,2,4,7,0,22,0,16,سررسید گذشته,19418395.69,36196956.53,42
hash_14011227_129961,14001102,1,679827935.4,24,1,35,مرد,متاهل,26327895.77,0,0,.,.,9920846.068,3428,.,1,0,1,0,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_175326,14010123,1,881260563.1,24,3,43,مرد,متاهل,29631071.01,10,26,0,1586,59944420.01,4000,478,0,0,1,0,.,0.620371774,3,0.557377049,3,1,17,0,14,0,0,معوق,82403617.38,11925921.28,61
hash_14011227_59520,14000630,1,943687269.5,22,4,49,مرد,مجرد,2167025216,4,19,58,0,107965122.3,1708,215,2,1,1,0,.,0.464991658,2,0.844642539,0,3,9,0,9,0,2,سررسید گذشته,12352338.33,0,245
hash_14011227_22017,14000216,1,107565314.8,19,5,35,زن,متاهل,35343884.68,1,5,80,0,101592526,1459,989,4,1,1,0,.,0.047931554,2,0.64570258,1,0,4,0,0,0,1,سررسید گذشته,14514658.49,161289213.9,107
hash_14011227_136925,14001002,1,819722592.6,24,3,71,مرد,مجرد,94704493.73,12,2,0,161,44237070.31,1888,669,1,1,1,0,2,0.152158859,2,0.530612245,4,6,3,0,0,0,0,سررسید گذشته,12012119.62,44237070.31,57
hash_14011227_140382,14000524,1,883351000.3,24,7,38,مرد,متاهل,578449333.8,1,22,.,.,83095174.36,2357,.,4,1,1,2,8,.,3,0.765273748,0,1,7,0,12,0,2,سررسید گذشته,.,200871236.9,422
hash_14011227_72342,14000813,1,835739230.6,24,2,39,مرد,مجرد,0,2,1,64,509,16792005.06,2889,333,1,1,0,.,.,1,1,0,0,2,0,0,1,0,0,سررسید گذشته,19967897.52,0,404
hash_14011227_198355,14000604,1,358601162.4,24,5,41,مرد,مجرد,22758030.5,0,4,0,238,32578687.01,2147,686,1,2,1,0,0,0.150346004,4,0.285537573,0,0,4,0,0,0,0,,48124044.21,0,892
hash_14011227_1336,14000431,1,1215220435,28,5,45,زن,مجرد,0,17,7,425,0,46104613.65,1317,1012,1,4,0,.,.,0.208658012,2,0.683376699,0,6,11,6,0,0,0,معوق,12597668.3,46104613.65,126
hash_14011227_124342,14000818,1,453432986.8,24,5,54,مرد,متاهل,206687846.9,21,45,.,.,61201649.21,3642,.,2,2,1,5,3,.,3,0.25152697,4,11,39,2,3,0,3,معوق,.,87391242.84,48
hash_14011227_36776,14000729,1,1092606437,27,5,38,مرد,متاهل,0,0,0,.,.,136392819.2,166,.,6,0,0,.,.,.,2,0.907418455,0,0,0,0,0,0,0,,.,380245511.8,.
hash_14011227_55268,14000621,1,460089066.1,14,2,35,زن,مجرد,0,4,7,0,108,25835750.8,1558,356,2,0,0,.,.,0.170601808,2,0.852459016,0,2,9,0,0,0,0,سررسید گذشته,9004694.137,25835750.8,387
hash_14011227_104661,14001111,1,837226521.4,22,1,36,مرد,متاهل,0,4,0,.,.,62069674.34,1646,.,1,0,0,.,0,.,1,0.589552239,0,3,1,0,0,0,0,سررسید گذشته,.,62069674.34,467
hash_14011227_96003,14001021,1,683102160.5,18,1,54,مرد,متاهل,0,0,0,.,.,29754207.34,2249,.,1,0,0,.,.,.,1,0.013157895,0,0,0,0,0,0,0,,.,0,.
hash_14011227_74441,14000530,1,588900666.9,36,3,36,مرد,مجرد,47779483.72,11,12,0,302,12212930.62,1867,469,2,1,1,1,8,0.180263412,2,0.675308243,2,2,12,0,7,0,0,معوق,3697121.041,16358036.67,62
hash_14011227_163885,14000727,1,1092606437,27,2,53,مرد,متاهل,0,0,0,0,87,37694422.13,2005,822,1,1,0,.,.,0.571503276,1,0.135135135,0,0,0,0,0,0,0,,37694422.13,0,.
hash_14011227_92268,14000417,1,1174713087,24,14,44,مرد,مجرد,196398429.5,4,40,904,18,38503823.09,2616,625,8,4,1,1,4,0.147378427,4,0.655369705,1,1,12,1,21,0,6,معوق,28290555.37,113736493.9,177
hash_14011227_69250,14000803,1,782394173.3,24,2,50,مرد,مجرد,0,10,23,0,422,11933619.4,2466,29,1,0,0,.,.,1,2,0,0,6,17,1,9,0,0,معوق,20449771.41,0,221
hash_14011227_42722,14000901,1,148722661.8,14,8,66,مرد,متاهل,15674452.57,5,7,254,8,26864116.54,2023,428,2,5,1,0,18,0.392172262,3,0.37806222,3,0,9,0,0,0,0,سررسید گذشته,30017227.05,25440360.89,90
hash_14011227_192236,14001125,1,920949173.5,24,2,59,مرد,مجرد,0,0,0,.,.,1047583.745,662,.,1,2,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_85218,14001018,1,341551080.2,36,5,66,مرد,مجرد,0,13,59,0,337,20584231.52,4330,720,2,1,0,.,.,0.02913466,3,0.163953353,3,5,45,3,12,0,2,معوق,20584231.52,41381226.81,55
hash_14011227_180552,14000423,1,243044087,14,4,47,زن,متاهل,0,3,0,0,37,72293194.95,2022,327,2,2,0,.,.,0.494229245,3,0.698874177,3,0,0,0,0,0,0,سررسید گذشته,89757618.8,34711204.86,23
hash_14011227_49665,14000711,1,1092606437,17,14,47,مرد,مجرد,1038720630,0,4,1162,0,67112867.33,3923,105,2,2,1,0,0,0.257945709,4,0.504321526,0,0,4,0,0,0,0,,104833459.3,116223490.5,2174
hash_14011227_150935,14001219,1,993702084.7,24,1,37,مرد,مجرد,0,0,0,0,54,41377025.28,1274,459,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,41377025.28,0,.
hash_14011227_13193,14001019,1,1024653241,26,2,38,مرد,متاهل,0,0,0,0,224,31867952.44,2306,535,1,0,0,.,.,1,2,0,0,0,0,0,0,0,0,,47279192.82,0,.
hash_14011227_174305,14001005,1,939265470.7,12,3,34,مرد,مجرد,0,0,4,0,1468,2877121470,3119,877,1,0,0,.,.,0.971761682,2,1,0,0,0,0,2,0,2,,2909533738,11754975.33,2443
hash_14011227_7230,14001205,1,909604970.6,24,2,39,مرد,متاهل,113413433.9,17,43,322,0,94403633.78,2278,1101,1,0,1,8,58,0.103604062,2,0.538461538,0,0,9,1,15,7,27,مشکوک الوصول,5910139.435,0,11
hash_14011227_17520,14000609,1,943687269.5,18,7,57,زن,متاهل,591925897.8,16,11,354,55,118323976.6,2928,57,2,1,1,15,54,0.814086635,2,0.853964367,5,10,11,0,0,0,0,سررسید گذشته,302201046.2,43054043.14,113
hash_14011227_60915,14001209,1,909604970.6,24,6,49,مرد,متاهل,0,11,8,29,0,13698485.98,4179,375,1,4,0,.,.,0.528721876,2,0.481166817,0,0,9,1,9,0,0,معوق,11924253.37,14515292.12,347
hash_14011227_145975,14000719,1,364202145.5,11,8,51,مرد,مجرد,57879619.54,16,50,17,377,79065606.97,4175,355,3,1,1,1,3,0.630700915,2,0.502134997,0,2,24,0,20,0,13,مشکوک الوصول,162570126.6,62967697.48,235
hash_14011227_96986,14000513,1,647790733.5,26,4,42,مرد,مجرد,0,16,0,.,.,20944237.86,807,.,2,3,0,.,.,.,3,0.385016475,5,5,0,3,0,0,0,معوق,.,0,86
hash_14011227_151918,14000719,1,546303218.3,12,3,60,مرد,متاهل,20078685.68,0,0,0,35,82022115.76,1710,601,1,2,1,8,0,0.655268489,1,0.444444444,0,0,0,0,0,0,0,,100514006.5,0,.
hash_14011227_62858,14000719,1,491672896.5,12,4,34,مرد,مجرد,946996378.6,0,19,0,535,48396851.87,2469,966,1,1,1,0,0,0.807716957,2,0.111111111,0,0,19,0,0,0,0,,100486831.4,0,1391
hash_14011227_163463,14000413,1,1215220435,23,2,49,مرد,متاهل,15446804.9,0,0,.,.,18978516.98,307,.,3,0,1,0,0,.,2,0.739120217,0,0,0,0,0,0,0,,.,30288232.68,.
hash_14011227_152700,14000317,1,692452945.4,12,2,52,مرد,مجرد,64402236.98,1,0,84,0,442223870.8,230,134,3,0,1,0,5,0.64702794,2,0.891891892,1,0,0,0,0,0,0,سررسید گذشته,442223870.8,39120914.93,134
hash_14011227_15021,14000523,1,588900666.9,28,2,35,مرد,مجرد,33756123.19,2,0,0,63,21397501.49,1311,210,1,1,1,0,.,1,2,0,0,2,0,0,0,0,0,سررسید گذشته,26531370.14,0,389
hash_14011227_89884,14001005,1,855585456,15,4,43,مرد,مجرد,74907516.83,2,29,0,85,37119633.76,1883,7,2,2,1,0,70,0.217899877,3,0.823809742,0,0,1,0,21,0,7,معوق,37119633.76,15868851.85,615
hash_14011227_150205,14000610,1,226484944.7,10,6,34,مرد,متاهل,36365395.52,7,30,0,512,29877793.42,2760,470,3,1,1,0,.,0.59161956,3,0.700919705,0,0,20,0,17,0,0,معوق,48259674.52,13325564.77,501
hash_14011227_137392,14000904,1,962323105.9,24,1,39,زن,مجرد,6677039.335,11,0,80,0,16163321.42,1121,83,1,0,1,0,.,1,1,0,2,7,2,0,0,0,0,سررسید گذشته,16163321.42,0,108
hash_14011227_13281,14000406,1,162029391.3,12,3,37,مرد,متاهل,0,2,0,0,6,11447869.43,488,117,2,2,0,.,.,0.11035744,3,0.810810811,1,1,0,0,0,0,0,سررسید گذشته,1624230.7,11447869.43,153
hash_14011227_99131,14001222,1,826913609.6,22,2,45,مرد,متاهل,0,6,29,.,.,7367671.582,575,.,1,2,0,.,.,.,1,0.654768724,0,1,19,0,8,0,7,معوق,.,4152658.939,508
hash_14011227_137795,14000403,1,1012683696,32,5,47,مرد,متاهل,102884128.6,0,0,0,22,39524937.15,1589,471,4,0,1,0,0,0.148208498,3,0.942436595,0,0,0,0,0,0,0,,22490604.48,134418800.6,.
hash_14011227_21722,14000621,1,981434760.3,24,2,46,مرد,متاهل,49796088.21,0,0,.,.,10475785.31,88,.,3,0,1,0,.,.,2,0.875,0,0,0,0,0,0,0,,.,20951570.63,.
hash_14011227_104946,14001201,1,327457789.4,24,6,44,زن,مجرد,0,14,29,8,35,34046380.48,2169,549,1,1,0,.,.,0.189768717,1,0.588271301,0,2,16,0,0,0,0,سررسید گذشته,47506465.19,73738692.12,182
hash_14011227_169245,14000916,1,1049807025,24,1,43,مرد,متاهل,0,1,5,0,828,29564462.33,2537,613,1,0,0,.,.,1,1,0,0,0,0,0,0,0,6,مشکوک الوصول,29564462.33,0,642
hash_14011227_83594,14000331,1,734419790.5,47,1,64,مرد,متاهل,22902391.31,2,8,0,0,22265398.55,1460,365,1,0,1,0,0,1,1,0,0,1,9,0,0,0,0,سررسید گذشته,22265398.55,0,473
hash_14011227_95502,14000820,1,729049116,24,3,44,زن,متاهل,125027126.6,6,60,0,291,76578964.13,3361,117,1,0,1,5,9,0.308062538,2,0.163934426,0,0,42,0,16,0,0,معوق,66890665.76,0,420
hash_14011227_174101,14001116,1,1004671826,22,2,39,مرد,متاهل,0,8,0,0,16,26661268.4,852,105,2,1,1,0,.,0.67255302,2,0.87755102,0,5,3,0,0,0,0,سررسید گذشته,26661268.4,6357852.242,367
hash_14011227_81127,14000913,1,874839187.1,31,5,65,مرد,متاهل,49545796.22,3,2,36,156,26326172.83,1550,471,2,2,1,2,15,0.269624438,1,0.845203238,0,0,5,0,0,0,0,سررسید گذشته,26974817.09,52539708.09,655
hash_14011227_7045,14001120,1,1004671826,23,1,38,مرد,متاهل,0,2,0,0,3,40441431.82,1302,569,1,0,1,0,.,1,1,0,0,0,2,0,0,0,0,سررسید گذشته,40441431.82,0,600
hash_14011227_155568,14001225,1,947470998.6,84,3,48,مرد,متاهل,0,5,4,0,0,43140636.36,3602,432,1,1,0,.,.,0.142131995,1,0.405047079,1,1,7,0,0,0,0,سررسید گذشته,28616367.11,66248841.37,34
hash_14011227_87863,14000406,1,1215220435,22,1,42,مرد,مجرد,55237292.5,0,26,.,.,24470665.6,2681,.,1,0,1,0,.,.,1,0,0,0,9,0,16,0,0,,.,0,1345
hash_14011227_157891,14000525,1,294450333.4,19,2,35,مرد,مجرد,0,0,31,0,1098,8816577.626,3042,909,1,0,0,.,.,1,1,0,0,0,5,0,21,0,5,,13095347.03,0,1030
hash_14011227_54651,14000823,1,248943600.6,15,13,35,زن,متاهل,58284363.61,27,45,0,1063,397706813.9,2496,299,2,8,1,5,0,0.439485654,4,0.526611196,5,12,26,1,8,0,12,معوق,96980398.08,52091043.41,50
hash_14011227_201238,14000829,1,337852029.4,17,1,36,مرد,متاهل,698202543.1,0,0,0,64,3359905.971,1491,883,1,0,1,3,13,1,1,0,0,0,0,0,0,0,0,,3359905.971,0,.
hash_14011227_129275,14001107,1,920949173.5,24,1,36,مرد,متاهل,0,0,21,0,31,13919356.49,1986,403,1,0,0,.,.,1,1,0,0,0,20,0,1,0,0,,13919356.49,0,739
hash_14011227_91105,14000922,1,1049807025,24,1,48,مرد,مجرد,92102889.25,0,0,.,.,35483616.42,117,.,2,0,1,0,0,.,1,0.916666667,0,0,0,0,0,0,0,,.,35483616.42,.
hash_14011227_140117,14000409,1,1012683696,24,1,38,زن,متاهل,4909572.51,0,0,.,.,4776881.361,504,.,1,1,1,0,0,.,1,0.540540541,0,0,0,0,0,0,0,,.,0,.
hash_14011227_47575,14000525,1,588900666.9,18,1,43,زن,متاهل,0,21,43,.,.,15286924.03,2151,.,1,0,1,0,.,.,1,0.596590909,0,0,6,10,38,0,8,معوق,.,15286924.03,56
hash_14011227_6268,14000826,1,1066901145,17,4,42,زن,مجرد,0,1,0,.,.,55302217.98,4378,.,1,0,0,.,.,.,1,0.398064718,1,0,0,0,0,0,0,سررسید گذشته,.,55993661.69,37
hash_14011227_197702,14000617,1,1132424723,27,5,36,زن,مجرد,58146642.06,1,19,25,120,25828181.59,2440,417,1,1,1,0,0,0.894352194,4,0.208333333,1,0,17,0,1,0,0,سررسید گذشته,76506758.05,0,132
hash_14011227_55584,14000229,1,1183218463,24,6,42,مرد,متاهل,0,11,63,0,0,44104070.79,2738,480,1,2,0,.,0,0.173082585,2,0.582986157,3,7,25,0,14,0,19,سررسید گذشته,22350059.61,50474186.86,90
hash_14011227_134981,14000401,1,1215220435,60,1,35,زن,متاهل,0,4,21,.,.,32846746.75,3108,.,1,0,0,.,.,.,1,0.287671233,0,3,22,0,0,0,0,سررسید گذشته,.,32846746.75,368
hash_14011227_25605,14000519,1,1079651223,24,4,38,زن,متاهل,122954840.8,2,0,.,.,58783628.53,995,.,1,4,1,4,1,.,1,0.50368761,1,1,0,0,0,0,0,سررسید گذشته,.,102450333.3,127
hash_14011227_195374,14000503,1,902981022.5,36,1,34,مرد,مجرد,0,10,0,.,.,17509100.15,643,.,1,1,1,0,.,.,1,0.639344262,0,7,0,3,0,0,0,معوق,.,17509100.15,129
hash_14011227_112719,14000801,1,889084287.9,30,3,37,زن,مجرد,335416536.3,5,0,.,.,26993815.85,675,.,1,3,1,36,39,.,3,0.516743761,0,5,0,0,0,0,0,سررسید گذشته,.,38207462.07,278
hash_14011227_16089,14000303,1,944254016.4,24,5,43,مرد,متاهل,33087192.6,0,0,0,273,31860377.85,2459,633,3,0,1,0,0,0.957806319,3,0.918918919,0,0,0,0,0,0,0,,57844137.34,3246266.585,.
hash_14011227_184421,14000428,1,477986704.4,24,4,45,زن,مجرد,0,28,37,58,483,26040064.59,1667,214,1,0,0,.,.,1,2,0,0,3,21,3,17,5,3,مشکوک الوصول,65350305.28,0,242
hash_14011227_181091,14000727,1,874085149.3,24,3,37,مرد,مجرد,0,3,0,0,0,94506802.23,1185,579,2,1,0,.,.,0.439973083,2,0.645427661,2,1,0,0,0,0,0,سررسید گذشته,94506802.23,51098722.11,12
hash_14011227_107970,14000427,1,133674247.8,12,1,39,مرد,مجرد,0,1,0,.,.,21923536.66,510,.,1,1,0,.,.,.,1,0.291666667,0,1,0,0,0,0,0,سررسید گذشته,.,0,210
hash_14011227_173129,14000629,1,849318542.5,30,6,49,مرد,متاهل,168362082,14,58,0,1284,58836876.33,3322,1126,1,3,1,6,4,0.092646789,3,0.2767823,1,7,31,2,5,0,24,معوق,20097745.8,71025108.37,91
hash_14011227_145423,14001116,1,959287450.4,84,1,44,مرد,متاهل,0,0,15,.,.,12122560.21,3633,.,1,0,0,.,.,.,1,0,0,0,9,0,2,0,3,,.,0,2484
hash_14011227_193236,14000908,1,962323105.9,24,1,34,مرد,مجرد,0,0,0,.,.,41912953.48,322,.,2,0,0,.,.,.,1,0.722222222,0,0,0,0,0,0,0,,.,41912953.48,.
hash_14011227_176509,14001103,1,1006095111,24,4,43,مرد,متاهل,0,2,54,291,529,37289309.15,4457,916,2,0,0,.,.,0.802621097,2,0.25,0,0,10,0,34,0,7,معوق,31325087.97,0,643
hash_14011227_23206,14001208,1,686338296,24,2,45,مرد,متاهل,36902397.37,1,0,0,18,24233005.67,745,362,2,1,1,2,.,0.083948238,2,0.694444444,1,0,0,0,0,0,0,سررسید گذشته,6662237.507,24233005.67,38
hash_14011227_86708,14000504,1,785200889.1,24,3,51,زن,متاهل,187794030.8,0,18,0,298,31899687.07,2410,1016,1,2,1,17,46,0.230412267,1,0.491803279,0,0,17,0,0,0,1,,14896308.52,31899687.07,1070
hash_14011227_173741,14001226,1,358880506.6,14,10,50,مرد,مجرد,332301777.7,4,2,7,460,66488797.47,2576,172,3,4,1,13,8,0.412424975,3,0.5064406,1,2,3,0,0,0,0,سررسید گذشته,105321728.8,65805712.81,116
hash_14011227_75672,14000914,1,1049807025,24,2,43,مرد,مجرد,20983422.59,2,2,0,35,12130281.78,2467,606,1,0,1,0,.,1,1,0,0,0,4,0,0,0,0,سررسید گذشته,12130281.78,0,656
hash_14011227_131966,14000313,1,419668451.7,20,4,35,مرد,مجرد,39513772.97,0,0,0,17,27907586.31,1247,866,3,1,1,0,0,0.05865805,3,0.729972528,0,0,0,0,0,0,0,,11639859.08,35514965.78,.
hash_14011227_196472,14001028,1,768489930.5,18,3,53,زن,متاهل,143574367.9,0,9,0,413,35973582.21,2508,875,2,0,1,1,4,0.54558794,3,0.861111111,0,0,8,0,0,0,1,,42439163.68,35973582.21,954
hash_14011227_100174,14000607,1,471843634.7,17,2,39,مرد,متاهل,20594054.64,0,0,0,79,22233302.83,1652,477,1,1,1,0,.,0.506225282,2,0.594594595,0,0,0,0,0,0,0,,22233302.83,21686476.77,.
hash_14011227_159846,14000608,1,788922557.3,24,1,38,مرد,متاهل,0,9,8,.,.,14556473.75,2346,.,1,0,1,0,.,.,1,0.465753425,1,6,8,2,0,0,0,معوق,.,0,70
hash_14011227_171983,14001029,1,939265470.7,24,2,34,زن,مجرد,0,6,0,.,.,20852832.04,578,.,2,1,0,.,.,.,2,0.788591609,4,2,0,0,0,0,0,سررسید گذشته,.,38985939.46,89
hash_14011227_183997,14001011,1,1024653241,27,1,46,مرد,متاهل,0,0,0,.,.,38664345.13,1382,.,1,0,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_167655,14010107,1,669758028,24,6,50,مرد,متاهل,0,46,75,0,0,52514049.47,2304,546,0,3,0,.,.,0.138351935,2,0.342993231,7,6,43,6,16,2,8,مشکوک الوصول,23717497.55,52514049.47,41
hash_14011227_197091,14000620,1,717202324.8,12,3,37,زن,متاهل,0,2,0,0,24,250453085.9,1531,46,2,1,0,.,.,0.033456644,1,0.676240952,0,1,0,1,0,0,0,معوق,12568899.68,279359829.8,85
hash_14011227_151213,14000817,1,1066901145,15,2,37,مرد,مجرد,57888429.4,8,5,0,935,47974563.87,2162,216,1,0,1,3,3,1,2,0,0,0,2,0,6,3,2,مشکوک الوصول,84832539.76,0,246
hash_14011227_94764,14000324,1,1259005355,23,3,46,زن,متاهل,68143978.82,0,0,.,.,42532917.49,895,.,3,1,1,0,5,.,1,0.666515628,0,0,0,0,0,0,0,,.,117823886.1,.
hash_14011227_152966,14000805,1,462323829.7,24,2,59,مرد,متاهل,62841918.78,0,0,0,0,26548713.97,2604,778,2,0,1,5,8,0.943387955,1,0.963114754,0,0,0,0,0,0,0,,26548713.97,398292.3929,.
hash_14011227_176935,14000714,1,1092606437,24,1,34,مرد,مجرد,33385196.67,0,0,.,.,14175919.08,1184,.,1,0,1,0,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_138268,14001027,1,281779641.2,10,3,43,مرد,مجرد,0,7,1,.,.,760627135.4,2190,.,2,1,0,.,.,.,2,0.801213649,2,4,1,1,0,0,0,معوق,.,29304979.51,57
hash_14011227_165298,14000810,1,1066901145,22,4,38,مرد,مجرد,29047254.88,2,7,98,18,26544505.08,2417,621,1,0,1,3,5,0.855613779,1,0.058823529,0,0,9,0,0,0,0,سررسید گذشته,49056707.78,1779422.41,652
hash_14011227_78912,14000516,1,588900666.9,18,1,51,مرد,متاهل,0,15,51,.,.,28052799.74,3437,.,1,0,0,.,.,.,1,0.479452055,0,0,28,7,23,0,8,معوق,.,0,155
hash_14011227_50277,14000306,1,558159040.8,12,2,45,مرد,متاهل,50466351.34,11,59,109,0,148244827.5,2279,563,1,0,1,0,1,0.837182523,2,0.066666667,0,1,7,0,34,0,25,مشکوک الوصول,148244827.5,0,402
hash_14011227_107219,14000327,1,398685029.1,11,1,40,مرد,متاهل,0,0,0,.,.,3186225.639,106,.,2,0,0,.,.,.,1,0.891891892,0,0,0,0,0,0,0,,.,3186225.639,.
hash_14011227_139000,14000405,1,1215220435,22,8,40,زن,متاهل,69332927.93,19,10,0,125,48931943.46,1675,158,2,4,1,0,0,0.224181069,3,0.592648795,1,6,15,0,0,0,0,سررسید گذشته,37665720.79,111830215.3,82
hash_14011227_75787,14000216,1,64539188.91,10,1,38,مرد,مجرد,13289351.7,10,7,.,.,38386214.07,2131,.,1,0,1,0,18,.,1,0.51369863,4,6,7,0,0,0,0,سررسید گذشته,.,38386214.07,77
hash_14011227_197782,14000502,1,217893246.7,10,2,42,زن,متاهل,8733365.627,0,0,.,.,1130008.958,161,.,3,0,1,0,0,.,1,0.824600663,0,0,0,0,0,0,0,,.,0,.
hash_14011227_79922,14000621,1,377474907.8,21,1,71,زن,متاهل,18260632.41,0,0,.,.,29565801.58,1359,.,1,0,1,0,0,.,1,0.262295082,0,0,0,0,0,0,0,,.,0,.
hash_14011227_99473,14000226,1,322695944.5,24,3,54,زن,مجرد,0,0,0,.,.,29341145.69,833,.,3,1,0,.,.,.,2,0.62523715,0,0,0,0,0,0,0,,.,35234740.63,.
hash_14011227_92290,14000519,1,883351000.3,24,1,42,زن,متاهل,0,0,0,0,2,236742896.6,1316,1036,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,236742896.6,0,.
hash_14011227_159322,14000521,1,647790733.5,24,5,37,مرد,متاهل,44985467.61,0,10,.,.,34046380.48,3237,.,4,1,1,0,.,.,3,0.731410836,0,0,3,0,6,0,0,,.,0,2122
hash_14011227_25764,14001002,1,512326620.4,24,2,35,مرد,مجرد,35332870.37,0,2,58,26,26073666.85,2160,490,1,0,1,0,.,1,1,0,0,0,2,0,0,0,0,,39937870.75,0,1554
hash_14011227_122527,14000718,1,1092606437,22,3,36,مرد,مجرد,315176411.8,4,0,.,.,90016328.52,1308,.,2,0,1,0,1,.,1,0.666666667,0,0,0,0,0,4,0,مشکوک الوصول,.,0,82
hash_14011227_168638,14001029,1,1024653241,22,2,35,مرد,مجرد,82337805.85,1,0,0,447,23189519.99,1996,123,1,0,1,0,.,1,1,0,0,0,0,0,1,0,0,معوق,36598192.77,0,455
hash_14011227_80830,14000930,1,1049807025,24,10,47,زن,مجرد,115337079,21,22,0,351,27755165.98,3491,436,1,4,1,3,2,0.694882094,3,0.495963597,3,12,11,6,8,0,3,معوق,104395609.3,19805734.12,31
hash_14011227_197438,14001212,1,327457789.4,24,3,49,مرد,مجرد,0,3,3,0,457,19952356.36,2664,42,1,1,0,.,.,0.781755017,1,0.567567568,3,0,3,0,0,0,0,سررسید گذشته,37183077.41,14048259.03,74
hash_14011227_148172,14000320,1,507798826.6,24,1,47,زن,متاهل,40390971,0,0,.,.,4604704.029,282,.,2,0,1,0,0,.,1,0.25,0,0,0,0,0,0,0,,.,0,.
hash_14011227_175919,14000725,1,546303218.3,12,6,58,زن,متاهل,94038888.59,6,18,.,.,82003642.37,3265,.,2,0,1,0,40,.,2,0.742907112,0,0,12,0,7,0,1,سررسید گذشته,.,35040728.12,604
hash_14011227_111788,14001011,1,375706188.3,24,5,56,مرد,مجرد,37918061.11,10,0,2,360,1380724547,2148,89,1,1,1,6,10,0.990873749,3,0.040816327,3,2,2,0,0,0,0,سررسید گذشته,1420370121,0,120
hash_14011227_63763,14000629,1,707765452.1,35,1,47,زن,مجرد,0,0,0,0,50,1699657.336,427,11,1,1,0,.,.,1,1,0,0,0,0,0,0,0,0,,1699657.336,0,.
hash_14011227_127821,14001222,1,264612355.1,24,4,51,مرد,مجرد,10336420.12,2,55,56,275,36794252.94,3574,1025,2,0,1,0,.,0.120202428,1,0.211159709,0,0,43,0,8,0,1,سررسید گذشته,20962656.04,4961463.282,569
hash_14011227_28401,14001023,1,939265470.7,24,9,39,زن,متاهل,91369620.43,4,16,176,57,42580757.61,2380,246,4,1,1,0,0,0.468366298,2,0.663041903,2,0,18,0,0,0,0,سررسید گذشته,124672447.7,122826940.8,24
hash_14011227_93329,14000625,1,456744638.4,24,1,39,مرد,متاهل,0,0,0,.,.,11447808.92,287,.,2,0,1,0,.,.,1,0.72972973,0,0,0,0,0,0,0,,.,11447808.92,.
hash_14011227_16297,14000431,1,506341847.9,12,4,34,مرد,مجرد,0,1,0,.,.,39916528.93,872,.,3,2,0,.,.,.,2,0.604348446,0,1,0,0,0,0,0,سررسید گذشته,.,70797154.5,228
hash_14011227_130393,14001209,1,396918532.6,24,3,34,زن,متاهل,65560105.9,0,0,0,75,27262853.42,2204,378,1,1,1,0,.,0.56552501,2,0.655737705,0,0,0,0,0,0,0,,34386904.68,23098572.2,.
hash_14011227_84757,14000819,1,533450572.7,18,1,46,مرد,متاهل,71126743.03,0,0,.,.,22075997.13,2148,.,1,0,1,0,.,.,1,0.409836066,0,0,0,0,0,0,0,,.,22075997.13,.
hash_14011227_19223,14001212,1,909604970.6,24,1,34,مرد,متاهل,39136061.28,6,0,0,107,12317521.69,1701,102,1,0,1,0,.,1,1,0,1,5,0,0,0,0,0,سررسید گذشته,12317521.69,0,132
hash_14011227_36039,14000819,1,355633715.1,36,4,36,مرد,متاهل,89907839.65,3,25,0,96,36610941.99,2431,447,2,1,1,3,7,0.180265783,3,0.857047684,1,1,10,0,12,0,3,سررسید گذشته,10460111.27,41428718.27,152
